Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Mercedes-Benz CLA 200 CDI Sport,2019,30.77,43.07,13414,Diesel,Dealer,Automatic,0
BMW 3 Series 320d,2011,10.9,43.31,100000,Diesel,Dealer,Automatic,1
BMW 3 Series 320d,2009,9.92,43.31,103905,Diesel,Dealer,Automatic,0
Audi Q3 35 TDI Quattro Premium Plus,2016,20.37,43.65,86642,Diesel,Individual,Automatic,0
BMW 3 Series 320d,2011,10.3,43.81,70000,Diesel,Dealer,Automatic,0
Mini Cooper Convertible S,2017,35.67,44.28,26327,Petrol,Dealer,Automatic,0
Mini Cooper Convertible S,2014,28.5,44.28,11900,Petrol,Dealer,Automatic,0
Mini Cooper Convertible S,2012,22,44.28,17000,Petrol,Dealer,Automatic,1
Mini Cooper Convertible S,2016,35,44.28,15000,Petrol,Dealer,Automatic,0
Mini Cooper Convertible S,2017,35.98,44.28,20469,Petrol,Dealer,Automatic,0
Mini Clubman Cooper S,2017,35,44.59,8350,Petrol,Dealer,Manual,0
Audi Q3 30 TDI Premium FWD,2017,27,44.75,31000,Diesel,Dealer,Automatic,0
Audi Q3 30 TDI Premium FWD,2018,32.73,44.80,22060,Diesel,Dealer,Automatic,0
Mercedes-Benz CLA 200 CDI Sport,2017,27.87,45.36,20969,Diesel,Dealer,Automatic,0
Volvo S60 D4 Momentum,2015,25,45.67,51000,Diesel,Dealer,Automatic,0
Volvo S60 D4 Momentum,2014,21.5,45.67,51000,Diesel,Dealer,Automatic,0
Audi A4 30 TFSI Premium Plus,2017,21.73,47.16,61221,Petrol,Dealer,Automatic,0
BMW 3 Series 320d,2010,14.2,47.20,80000,Diesel,Dealer,Automatic,0
BMW 3 Series 320d,2011,13.95,47.20,89000,Diesel,Dealer,Automatic,0
BMW 3 Series 320d,2014,18.55,47.87,32982,Diesel,Individual,Automatic,0
BMW 3 Series 320d,2013,17.99,47.87,25000,Diesel,Individual,Automatic,0
BMW 3 Series 320d,2010,9.25,47.87,67000,Diesel,Dealer,Automatic,1
BMW 3 Series 320d,2012,11.5,47.87,55598,Diesel,Dealer,Automatic,0
BMW 3 Series 320d,2011,10.5,47.87,51000,Diesel,Dealer,Automatic,0
BMW X1 sDrive 20d xLine,2017,29.4,48.18,31645,Diesel,Dealer,Automatic,0
BMW X1 sDrive 20d xLine,2015,22.24,48.18,42265,Diesel,Dealer,Automatic,1
BMW X1 sDrive 20d xLine,2016,28.5,48.18,28143,Diesel,Dealer,Automatic,0
BMW X1 sDrive 20d xLine,2019,36.64,48.18,15456,Diesel,Dealer,Automatic,0
Audi Q3 35 TDI Quattro Premium Plus,2016,28.03,48.64,58661,Diesel,Dealer,Automatic,0
Audi Q3 35 TDI Quattro Premium Plus,2015,27.5,48.64,51000,Diesel,Dealer,Automatic,0
BMW 3 Series 320d,2013,13.08,48.79,85846,Diesel,Dealer,Automatic,0
BMW 3 Series 320d,2012,12.5,48.79,73000,Diesel,Dealer,Automatic,0
BMW 3 Series 320d,2010,11.5,48.79,58000,Diesel,Dealer,Automatic,0
Mercedes-Benz C-Class Progressive C 220d,2019,35.67,49.14,15369,Diesel,Dealer,Automatic,0
Mercedes-Benz C-Class Progressive C 220d,2019,35,49.14,4000,Diesel,Dealer,Automatic,0
Mercedes-Benz New C-Class Progressive C 200,2019,38.99,49.49,13190,Petrol,Dealer,Automatic,0
Maruti Wagon R LXI,2011,3.36,5.04,15466,Petrol,Dealer,Manual,0
Maruti Wagon R LXI,2010,2.35,5.04,37822,Petrol,Dealer,Manual,0
Maruti Wagon R LXI,2014,3.25,5.04,25422,Petrol,Dealer,Manual,0
Maruti Wagon R LXI,2010,2.45,5.04,12000,Petrol,Dealer,Manual,0
Maruti Wagon R VXI,2014,3.41,5.12,41994,Petrol,Dealer,Manual,0
Maruti Wagon R VXI,2019,5.34,5.12,31817,Petrol,Dealer,Manual,0
Maruti Eeco 5 Seater AC,2017,3.91,5.13,38053,Petrol,Dealer,Manual,0
Maruti Wagon R VXI,2013,2.65,5.29,32000,Petrol,Dealer,Manual,0
Maruti Wagon R VXI,2016,3.6,5.29,16956,Petrol,Dealer,Manual,0
Renault KWID Climber 1.0 MT,2018,4.8,5.30,4126,Petrol,Dealer,Manual,0
Maruti Wagon R CNG LXI,2014,3.25,5.35,74663,CNG,Dealer,Manual,0
Maruti Eeco CNG 5 Seater AC,2015,3.72,5.36,47001,CNG,Dealer,Manual,0
Renault KWID 1.0 RXT Optional AMT,2017,4.28,5.42,53285,Petrol,Dealer,Automatic,0
Maruti Wagon R VXI 1.2,2015,4.11,5.44,49818,Petrol,Dealer,Manual,0
Maruti Wagon R VXI,2017,4.5,5.44,39867,Petrol,Dealer,Manual,0
Maruti Wagon R VXI,2017,3.85,5.44,35362,Petrol,Individual,Manual,0
Tata Tiago 1.2 Revotron XM Option,2016,3.98,5.45,5400,Petrol,Dealer,Manual,0
Maruti Wagon R VXI,2014,3.45,5.51,52000,Petrol,Dealer,Manual,0
Maruti Wagon R CNG LXI,2013,2.96,5.54,79494,CNG,Dealer,Manual,0
Maruti Wagon R CNG LXI,2014,3.9,5.54,29202,CNG,Dealer,Manual,0
Maruti Wagon R VXI,2014,3.41,5.56,38958,Petrol,Dealer,Manual,0
Maruti Wagon R VXI 1.2,2014,2.8,5.56,37000,Petrol,Dealer,Manual,0
Tata Tiago 1.2 Revotron XT,2017,5.11,5.56,15386,Petrol,Dealer,Manual,0
Maruti Celerio VXI AMT,2014,3.2,5.57,35214,Petrol,Dealer,Automatic,1
Maruti Wagon R CNG LXI,2013,3.05,5.58,54000,CNG,Dealer,Manual,0
Maruti Wagon R CNG LXI,2014,2.85,5.58,47200,CNG,Dealer,Manual,0
Maruti Wagon R VXI,2010,1.75,5.61,38000,Petrol,Dealer,Manual,1
Tata Tiago 1.2 Revotron XT,2016,3.6,5.61,42700,Petrol,Dealer,Manual,0
Maruti Wagon R VXI,2014,3.16,5.61,43628,Petrol,Dealer,Manual,0
Renault KWID Climber 1.0 AMT,2018,4.5,5.67,14000,Petrol,Dealer,Automatic,0
Maruti Wagon R VXI AMT,2016,4.25,5.68,30000,Petrol,Dealer,Automatic,0
Maruti Celerio ZXI MT,2017,5.11,5.69,21799,Petrol,Dealer,Manual,0
Maruti Wagon R VXI 1.2,2015,3.5,5.71,64876,Petrol,Dealer,Manual,0
Maruti Wagon R VXI,2015,4.32,5.72,72599,Petrol,Dealer,Manual,0
Renault KWID Climber 1.0 AMT,2018,4.99,5.72,38171,Petrol,Dealer,Automatic,1
Maruti Celerio VXI AMT,2016,3.8,5.77,30000,Petrol,Dealer,Automatic,0
Maruti Wagon R VXI AMT,2017,3.95,5.80,17000,Petrol,Dealer,Automatic,0
Maruti Celerio CNG VXI MT,2016,4.58,5.87,70536,CNG,Dealer,Manual,0
Maruti Celerio CNG VXI MT,2015,3.8,5.87,64687,CNG,Dealer,Manual,0
Maruti Wagon R VXI 1.2,2015,3.1,5.88,55000,Petrol,Dealer,Manual,0
Maruti Ignis 1.2 Delta,2019,5.5,5.90,12076,Petrol,Dealer,Manual,0
Honda Brio 1.2 S Option MT,2012,2.75,5.92,40315,Petrol,Dealer,Manual,0
Maruti Celerio ZXI Optional AMT,2018,5.63,5.95,12278,Petrol,Dealer,Automatic,0
BMW X1 xDrive 20d M Sport,2017,29,50.26,27001,Diesel,Dealer,Automatic,0
Audi A4 35 TDI Premium Plus,2015,21.66,50.40,13506,Diesel,Dealer,Automatic,0
BMW X1 M Sport sDrive 20d,2016,29.5,50.97,31000,Diesel,Dealer,Automatic,0
BMW X1 M Sport sDrive 20d,2017,30.29,50.97,32838,Diesel,Dealer,Automatic,0
Mercedes-Benz C-Class Progressive C 220d,2018,39.5,52.26,8682,Diesel,Dealer,Automatic,0
BMW 3 Series 320d Luxury Line,2013,13.95,52.46,37613,Diesel,Dealer,Automatic,0
BMW 3 Series 320d Luxury Line,2019,6.67,52.46,87000,Diesel,Dealer,Automatic,0
Jaguar XE 2.0L Diesel Prestige,2018,40,52.77,1000,Diesel,Dealer,Automatic,0
Audi A4 35 TDI Premium Plus,2014,24.37,53.14,28469,Diesel,Dealer,Automatic,0
Audi A4 35 TDI Premium Plus,2013,16.52,53.14,58629,Diesel,Dealer,Automatic,1
Jaguar XE 2.0L Diesel Prestige,2017,38,53.41,4000,Diesel,Dealer,Automatic,0
BMW 3 Series 320d Luxury Line,2015,29.5,53.68,47000,Diesel,Dealer,Automatic,0
Jaguar XE Portfolio,2017,34.5,53.72,9000,Petrol,Dealer,Automatic,0
BMW 3 Series 320d Luxury Line,2015,20.75,54.43,56087,Diesel,Dealer,Automatic,0
BMW 3 Series 320d Luxury Line,2014,21,54.43,18600,Diesel,Dealer,Automatic,1
BMW 3 Series 320d Luxury Line,2016,21.33,54.43,62404,Diesel,Dealer,Automatic,0
BMW 3 Series 320d Luxury Line,2012,14,54.70,65000,Diesel,Dealer,Automatic,0
BMW 3 Series Luxury Line,2016,35,55.07,27000,Diesel,Dealer,Automatic,0
BMW 3 Series Luxury Line,2017,35.84,55.07,34232,Diesel,Dealer,Automatic,0
Audi A4 35 TDI Technology,2015,25,55.61,45000,Diesel,Dealer,Automatic,0
Audi A4 35 TDI Technology,2017,43,55.61,14000,Diesel,Dealer,Automatic,0
Audi A6 35 TFSI Matrix,2018,41.5,56.97,22000,Petrol,Dealer,Automatic,0
BMW 3 Series Sport,2016,29.99,57.30,19000,Diesel,Dealer,Automatic,1
BMW 3 Series Luxury Line,2015,25.99,58.67,30717,Diesel,Dealer,Automatic,1
BMW 3 Series Luxury Line,2018,37.92,58.67,21936,Diesel,Dealer,Automatic,0
Audi A6 35 TDI Matrix,2014,24,59.38,56000,Diesel,Dealer,Automatic,0
Mercedes-Benz GLC 220d 4MATIC Style,2018,48.5,59.77,10003,Diesel,Dealer,Automatic,0
Mercedes-Benz GLC 220d 4MATIC Style,2017,46.95,59.77,24000,Diesel,Dealer,Automatic,0
Maruti Celerio VXI AMT,2015,3.5,6.00,55000,Petrol,Dealer,Automatic,0
Maruti Celerio ZXI MT,2015,4.3,6.05,48808,Petrol,Dealer,Manual,0
Maruti Ignis 1.2 Delta,2019,6.06,6.07,16862,Petrol,Dealer,Manual,0
Maruti Celerio VXI AMT,2016,3.94,6.08,47691,Petrol,Dealer,Automatic,0
Maruti Celerio VXI Optional AMT,2017,5,6.14,7500,Petrol,Dealer,Automatic,0
Maruti Wagon R VXI AMT,2016,4.15,6.14,8000,Petrol,Dealer,Automatic,0
Maruti Wagon R VXI AMT,2018,4.45,6.14,1997,Petrol,Dealer,Automatic,0
Tata Tiago 1.2 Revotron XT Option,2019,5.85,6.21,16698,Petrol,Dealer,Manual,0
Honda Brio 1.2 S MT,2015,3.95,6.23,22000,Petrol,Dealer,Manual,0
Tata Tiago 1.2 Revotron XZ WO Alloy,2017,5,6.29,16500,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Magna,2018,4.77,6.32,50234,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Magna,2018,5.53,6.32,46493,Petrol,Dealer,Manual,0
Maruti Wagon R VXI AMT,2017,5.23,6.33,37832,Petrol,Dealer,Automatic,0
Hyundai Grand i10 1.2 Kappa Magna,2017,5,6.40,31184,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Magna,2018,4.8,6.40,4500,Petrol,Dealer,Manual,0
Toyota Etios Liva 1.2 G,2014,3.9,6.41,53000,Petrol,Dealer,Manual,0
Toyota Etios Liva 1.2 G,2015,4.57,6.41,64005,Petrol,Dealer,Manual,0
Tata Tiago 1.2 Revotron XZ,2017,4.8,6.42,22000,Petrol,Dealer,Manual,0
Maruti Wagon R VXI AMT1.2,2015,3.65,6.43,26000,Petrol,Dealer,Automatic,0
Datsun GO Plus T Petrol,2017,3.95,6.45,32851,Petrol,Dealer,Manual,0
Toyota Etios Liva 1.2 G,2011,3.75,6.51,42000,Petrol,Dealer,Manual,1
Hyundai Grand i10 1.2 Kappa Magna,2017,5,6.54,8471,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Magna,2017,4.9,6.54,12248,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Magna,2017,4.75,6.54,46000,Petrol,Dealer,Manual,0
Maruti Celerio ZXI AMT,2017,5.25,6.56,35225,Petrol,Dealer,Automatic,0
Tata Tiago 1.2 Revotron XZ,2018,5.88,6.59,9565,Petrol,Dealer,Manual,0
Tata Zest Revotron 1.2T XE,2017,4.8,6.59,65000,Petrol,Dealer,Manual,0
Tata Tiago 1.2 Revotron XZ,2019,6.94,6.59,20712,Petrol,Dealer,Manual,0
Honda Brio 1.2 VX MT,2012,3.13,6.62,91931,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2018,6.03,6.62,10393,Petrol,Dealer,Manual,0
Tata Zest Revotron 1.2T XE,2017,4.5,6.62,47000,Petrol,Dealer,Manual,1
Hyundai Grand i10 1.2 Kappa Sportz,2016,5.07,6.62,28147,Petrol,Dealer,Manual,0
Honda Brio 1.2 VX MT,2014,3.95,6.63,41460,Petrol,Dealer,Manual,0
Honda Brio 1.2 VX MT,2013,3.2,6.63,33746,Petrol,Dealer,Manual,0
Tata Zest Revotron 1.2T XE,2017,4.5,6.67,70000,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2019,6.17,6.68,18453,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2018,6.07,6.68,20689,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2018,5.75,6.71,9434,Petrol,Dealer,Manual,0
Hyundai Xcent 1.2 VTVT E,2018,5,6.71,40000,Petrol,Dealer,Manual,0
Volkswagen Polo 1.0 MPI Trendline,2019,5.68,6.74,1000,Petrol,Dealer,Manual,0
Nissan Micra Active XV,2016,4.25,6.78,41000,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Magna,2010,2.25,6.80,45252,Petrol,Dealer,Manual,0
Maruti Wagon R ZXI AMT 1.2,2019,6.25,6.80,600,Petrol,Dealer,Automatic,0
Hyundai Grand i10 1.2 Kappa Sportz,2015,4.3,6.82,20780,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2016,4.87,6.82,29091,Petrol,Dealer,Manual,0
Tata Zest Revotron 1.2T XE,2017,4.25,6.83,100000,Petrol,Dealer,Manual,0
Tata Tiago AMT 1.2 Revotron XZA,2018,5,6.94,2000,Petrol,Dealer,Automatic,0
Hyundai Grand i10 1.2 Kappa Sportz,2018,5.85,6.96,10000,Petrol,Dealer,Manual,0
Maruti Swift VXI,2010,2.8,6.99,68000,Petrol,Dealer,Manual,0
Nissan Micra Active XV,2018,4,6.99,24000,Petrol,Dealer,Manual,0
Audi A6 35 TFSI Matrix,2016,24.5,60.59,47000,Petrol,Dealer,Automatic,0
BMW 3 Series Luxury Line,2014,26.5,60.88,48000,Diesel,Dealer,Automatic,0
BMW 3 Series Luxury Line,2015,25.5,60.88,41000,Diesel,Dealer,Automatic,0
BMW 3 Series Luxury Line,2016,29.95,60.88,31000,Diesel,Dealer,Automatic,0
BMW 3 Series Luxury Line,2016,36.5,62.07,19235,Diesel,Dealer,Automatic,0
BMW 3 Series Luxury Line,2017,35,62.07,21000,Diesel,Dealer,Automatic,0
BMW 3 Series Luxury Line,2016,27,62.11,70000,Diesel,Dealer,Automatic,1
BMW 5 Series 520d Luxury Line,2012,17.5,63.71,95000,Diesel,Dealer,Automatic,1
BMW 5 Series 520d Luxury Line,2013,21.75,63.71,55000,Diesel,Dealer,Automatic,0
BMW 5 Series 520d Luxury Line,2013,19.5,63.71,90000,Diesel,Dealer,Automatic,0
BMW 5 Series 520d Luxury Line,2010,16.5,63.71,46000,Diesel,Dealer,Automatic,0
BMW 5 Series 520d Luxury Line,2014,22.45,63.71,60280,Diesel,Dealer,Automatic,0
BMW 5 Series 520d Luxury Line,2011,17.27,63.71,51602,Diesel,Dealer,Automatic,0
Mercedes-Benz GLC 220d 4MATIC Sport,2017,45,64.14,25000,Diesel,Dealer,Automatic,0
Mercedes-Benz GLC 220d 4MATIC Style,2019,50.97,64.57,29311,Diesel,Dealer,Automatic,0
BMW X3 xDrive 20d xLine,2017,32.57,64.76,36723,Diesel,Dealer,Automatic,0
Land Rover Discovery Sport TD4 HSE 7S,2017,41.5,66.39,40000,Diesel,Dealer,Automatic,0
Audi A6 35 TDI Matrix,2014,25,67.10,62000,Diesel,Dealer,Automatic,0
Audi A6 35 TDI Matrix,2015,35.5,67.67,20000,Diesel,Dealer,Automatic,0
BMW 5 Series 520d Luxury Line,2018,37.3,67.87,32586,Diesel,Dealer,Automatic,0
BMW 5 Series 520d Luxury Line,2013,21.26,67.87,65000,Diesel,Dealer,Automatic,0
Land Rover Discovery Sport TD4 HSE 7S,2019,56.14,69.22,24013,Diesel,Dealer,Automatic,0
Audi A6 35 TDI Matrix,2017,39.84,69.37,36824,Diesel,Dealer,Automatic,0
BMW 5 Series 520d Luxury Line,2014,33.5,69.47,51000,Diesel,Dealer,Automatic,0
BMW X3 xDrive 20d Luxury Line,2009,17.98,69.59,58000,Diesel,Dealer,Automatic,0
Maruti Swift VXI,2016,5.1,7.00,23555,Petrol,Dealer,Manual,0
Maruti Swift LDI,2015,5.15,7.01,39437,Diesel,Dealer,Manual,0
Maruti Swift LDI,2015,5.25,7.13,14000,Diesel,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2018,5.55,7.14,3958,Petrol,Dealer,Manual,0
Tata Tigor XE Diesel,2017,5.5,7.15,16235,Diesel,Dealer,Manual,0
Tata Tiago AMT 1.2 Revotron XZA,2019,6.97,7.17,15379,Petrol,Dealer,Automatic,0
Maruti Swift LDI,2016,5.95,7.27,52000,Diesel,Dealer,Manual,0
Maruti Dzire VXI,2011,2.7,7.30,46687,Petrol,Dealer,Manual,0
Volkswagen Polo 1.0 MPI Comfortline,2016,5.5,7.33,42000,Petrol,Dealer,Manual,1
Mahindra KUV 100 G80 K6 Plus 5Str,2017,4.5,7.35,43000,Petrol,Dealer,Manual,0
Maruti Baleno Delta,2016,5.8,7.36,12573,Petrol,Dealer,Manual,0
Maruti Baleno Delta,2017,6.37,7.36,15134,Petrol,Individual,Manual,0
Honda Amaze S Petrol,2013,3.15,7.36,32576,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Magna AT,2018,6.76,7.37,5354,Petrol,Dealer,Automatic,0
Hyundai Grand i10 1.2 Kappa Asta,2019,6.5,7.39,1000,Petrol,Dealer,Manual,0
Tata Bolt Quadrajet XE,2017,5.25,7.43,40000,Diesel,Dealer,Manual,0
Tata Bolt Quadrajet XE,2016,3.7,7.43,100303,Diesel,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2014,5.5,7.45,33496,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2017,5.87,7.45,38712,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 CRDi Magna,2017,4.9,7.46,14000,Diesel,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,2017,5.66,7.48,51223,Petrol,Dealer,Manual,0
Honda Amaze S Petrol,2014,4.5,7.52,69000,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,2018,6.5,7.54,10000,Petrol,Dealer,Manual,0
Honda Amaze S Petrol,2016,5.68,7.55,51672,Petrol,Dealer,Manual,0
Ford Aspire Ambiente Diesel,2018,5.65,7.56,17000,Diesel,Dealer,Manual,0
Toyota Etios Liva 1.2 VX Dual Tone,2019,7.27,7.59,20877,Petrol,Dealer,Manual,0
Tata Zest Revotron 1.2T XM,2016,4,7.63,43706,Petrol,Dealer,Manual,0
Tata Zest Revotron 1.2T XM,2017,4.65,7.63,48198,Petrol,Dealer,Manual,0
Tata Zest Revotron 1.2T XM,2015,4.52,7.63,39208,Petrol,Dealer,Manual,0
Tata Zest Revotron 1.2T XM,2014,3.7,7.63,36000,Petrol,Dealer,Manual,0
Ford Figo Titanium Diesel,2015,2.5,7.65,72035,Diesel,Dealer,Manual,0
Maruti Dzire VXI,2013,4.5,7.67,74000,Petrol,Dealer,Manual,0
Tata Zest Revotron 1.2T XMS,2015,4,7.69,40000,Petrol,Dealer,Manual,0
Tata Zest Revotron 1.2T XMS,2014,3.9,7.70,23500,Petrol,Dealer,Manual,1
Tata Bolt Revotron XT,2016,4,7.77,10000,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,2017,5.98,7.82,20000,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,2017,5.99,7.82,22500,Petrol,Dealer,Manual,0
Toyota Etios Liva 1.4 GD,2013,3.85,7.83,84000,Diesel,Individual,Manual,0
Hyundai Xcent 1.2 VTVT S,2014,5.5,7.85,54000,Petrol,Individual,Manual,0
Hyundai Xcent 1.2 VTVT S,2015,6.2,7.85,65743,Petrol,Dealer,Manual,0
Maruti Ignis 1.2 Alpha,2017,5.7,7.87,7000,Petrol,Dealer,Manual,0
Maruti Ignis 1.2 Alpha,2017,6.36,7.87,1000,Petrol,Dealer,Manual,0
Maruti Swift VDI,2016,5.22,7.88,62192,Diesel,Dealer,Manual,0
Maruti Swift VDI,2015,5.36,7.88,53500,Diesel,Dealer,Manual,0
Mahindra KUV 100 G80 K8,2018,6.25,7.88,15900,Petrol,Dealer,Manual,0
Maruti Swift VDI,2014,4.75,7.88,27365,Diesel,Dealer,Manual,0
Maruti Dzire LDI,2012,2.25,7.91,150000,Diesel,Dealer,Manual,2
Maruti Dzire LDI,2017,6,7.91,48000,Diesel,Dealer,Manual,0
Maruti Dzire LDI,2018,5.9,7.91,27000,Diesel,Dealer,Manual,0
Maruti Swift VDI,2017,6.24,7.92,34613,Diesel,Dealer,Manual,0
Tata Zest Quadrajet 1.3 75PS XE,2017,3.75,7.94,45000,Diesel,Dealer,Manual,0
Maruti Ignis 1.2 AMT Alpha,2019,7.36,7.96,3906,Petrol,Dealer,Automatic,0
Mahindra KUV 100 G80 K8 Dual Tone,2018,5.5,7.96,42000,Petrol,Dealer,Manual,0
Tata Bolt Quadrajet XM,2017,6,7.97,98500,Diesel,Dealer,Manual,0
Maruti Dzire VXI,2013,5.49,7.97,34900,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Magna AT,2018,6.2,7.98,3000,Petrol,Dealer,Automatic,0
Hyundai Grand i10 1.2 Kappa Magna AT,2019,6.84,7.98,12153,Petrol,Dealer,Automatic,0
BMW 5 Series 520d Luxury Line,2012,17.5,70.43,61240,Diesel,Dealer,Automatic,0
Mercedes-Benz E-Class E 220 d,2018,56.5,70.55,11000,Diesel,Dealer,Automatic,0
BMW X3 xDrive 20d Luxury Line,2018,61.25,70.55,1400,Diesel,Dealer,Automatic,0
Mercedes-Benz E-Class E 220 d,2013,21,71.15,85000,Diesel,Dealer,Automatic,0
BMW 5 Series 520d Luxury Line,2012,24.68,71.82,44450,Diesel,Dealer,Automatic,0
BMW 5 Series 520d Luxury Line,2016,30.37,71.82,75637,Diesel,Dealer,Automatic,0
Jaguar XF 2.0 Diesel Portfolio,2017,52,72.64,21000,Diesel,Dealer,Automatic,0
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2016,42,74.49,52000,Diesel,Dealer,Automatic,0
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2018,59.72,75.12,31427,Diesel,Dealer,Automatic,0
BMW 5 Series 530d M Sport,2016,48,78.31,27000,Diesel,Dealer,Automatic,0
Mercedes-Benz GLE 250d,2016,56,78.76,21000,Diesel,Dealer,Automatic,0
Mercedes-Benz GLE 250d,2017,56.73,78.76,25601,Diesel,Dealer,Automatic,0
Mercedes-Benz GLE 250d,2017,57,79.43,29000,Diesel,Individual,Automatic,0
Mercedes-Benz GLE 250d,2016,49,79.43,50000,Diesel,Dealer,Automatic,0
BMW 5 Series 530d M Sport,2010,11.75,79.78,58000,Diesel,Dealer,Automatic,0
Hyundai Elite i20 Sportz Plus,2017,6.28,8.03,37460,Petrol,Dealer,Manual,0
Honda Brio 1.2 VX AT,2017,5.99,8.05,20000,Petrol,Dealer,Automatic,0
Tata Zest Revotron 1.2 XT,2015,5,8.09,7445,Petrol,Dealer,Manual,0
Tata Zest Quadrajet 1.3 75PS XE,2016,4.6,8.09,125000,Diesel,Dealer,Manual,0
Volkswagen Ameo 1.2 MPI Highline,2016,5.75,8.09,34005,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,2016,6.01,8.10,43041,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,2016,5.89,8.10,37429,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,2017,6.08,8.10,62788,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,2014,4.4,8.10,61325,Petrol,Dealer,Manual,0
Ford Freestyle Titanium Petrol,2007,6,8.12,1261,Petrol,Dealer,Manual,0
Maruti Swift VDI,2015,5.1,8.13,63310,Diesel,Dealer,Manual,0
Maruti Dzire AMT VXI,2017,5.5,8.13,42000,Petrol,Dealer,Automatic,0
Honda Amaze V Petrol,2016,5.47,8.16,40866,Petrol,Dealer,Manual,0
Maruti Swift ZXI Plus,2018,7.75,8.16,2000,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 CRDi Sportz,2017,5.92,8.17,20773,Diesel,Dealer,Manual,0
Honda Amaze V Petrol,2018,6.7,8.18,6000,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 CRDi Sportz,2018,6.28,8.18,32663,Diesel,Dealer,Manual,0
Hyundai Grand i10 1.2 CRDi Sportz,2015,4.25,8.18,59261,Diesel,Dealer,Manual,0
Hyundai Xcent 1.2 CRDi S,2017,4.2,8.23,51000,Diesel,Dealer,Manual,0
Hyundai Xcent 1.2 CRDi S,2016,5,8.23,26000,Diesel,Dealer,Manual,0
Ford Freestyle Titanium Plus Petrol,2018,7.34,8.24,8896,Petrol,Dealer,Manual,0
Maruti Swift VDI,2014,4.5,8.26,115000,Diesel,Dealer,Manual,0
Hyundai Xcent 1.2 VTVT SX,2014,3.67,8.27,64241,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 CRDi Sportz,2018,5.95,8.28,48000,Diesel,Dealer,Manual,0
Tata Zest Quadrajet 1.3 75PS XE,2017,3.75,8.34,121900,Diesel,Dealer,Manual,0
Tata Zest Quadrajet 1.3 75PS XE,2018,5.25,8.34,45000,Diesel,Dealer,Manual,0
Maruti Dzire VDI,2015,5.25,8.36,28193,Diesel,Dealer,Manual,0
Volkswagen Ameo 1.2 MPI Highline,2017,6.69,8.38,14576,Petrol,Dealer,Manual,0
Maruti Swift VDI,2013,5.65,8.44,84000,Diesel,Dealer,Manual,0
Ford Freestyle Titanium Plus Petrol,2018,7.23,8.44,1001,Petrol,Dealer,Manual,0
Honda Amaze S Diesel,2013,3.25,8.54,45000,Diesel,Dealer,Manual,0
Honda Amaze S Diesel,2013,3.3,8.54,46500,Diesel,Dealer,Manual,0
Nissan Sunny XE P,2012,4.69,8.55,50297,Petrol,Dealer,Manual,0
Hyundai Xcent 1.2 CRDi S,2018,5.9,8.56,25302,Diesel,Dealer,Manual,0
Tata Zest Revotron 1.2 XT,2014,3.95,8.56,40000,Petrol,Dealer,Manual,0
Maruti Baleno Delta CVT,2018,7.29,8.57,34630,Petrol,Dealer,Automatic,0
Maruti Dzire VDI,2016,5.75,8.58,45376,Diesel,Dealer,Manual,0
Maruti Dzire VDI,2017,6.67,8.58,54758,Diesel,Dealer,Manual,0
